,word1,word2,similarity
0,старый,новый,0.0
1,тяжелый,трудный,0.8619999999999999
2,счастливый,радостный,0.8460000000000001
3,тяжелый,легкий,0.0
4,быстрый,скоростной,0.915
5,счастливый,довольный,0.8079999999999999
6,короткий,длинный,0.0
7,глупый,тупой,0.8230000000000001
8,чудный,странный,0.8539999999999999
9,широкий,узкий,0.0
10,плохой,ужасный,0.8619999999999999
11,легкий,трудный,0.0
12,плохой,ужасный,0.8619999999999999
13,трудный,простой,0.0
14,безумный,сумасшедший,0.931
15,большой,огромный,0.915
16,твердый,прочный,0.7769999999999999
17,новый,свежий,0.7769999999999999
18,острый,тупой,0.0
19,скорый,скоростной,0.915
20,тупой,дурацкий,0.754
21,странный,необычный,0.892
22,счастливый,злой,0.0
23,узкий,широкий,0.0
24,простой,легкий,0.7
25,старый,свежий,0.0
26,недорогой,дешевый,0.946
27,ненормальный,нормальный,0.0
28,ненормальный,необычный,0.5920000000000001
29,плохой,безнравственный,0.585
30,печальный,смешной,0.0
31,прекрасный,великолепный,0.938
32,красивый,прекрасный,0.938
33,тупой,глупый,0.885
34,крупный,большой,0.946
35,милый,жестокий,0.0
36,большой,широкий,0.331
37,сильный,гордый,0.3229999999999999
38,ненужный,необходимый,0.0
39,тупой,интеллектуальный,0.0
40,плохой,великолепный,0.0
41,трудный,простой,0.0
42,необходимый,важный,0.738
43,честный,виноватый,0.0
44,легкий,трудный,0.0
45,убежденный,бесспорный,0.5920000000000001
46,неотъемлемый,необходимый,0.8150000000000001
47,необычный,обычный,0.0
48,хитрый,умный,0.338
49,решающий,важный,0.708
50,жесткий,жестокий,0.377
51,скудный,редкий,0.485
52,длинный,узкий,0.1
53,большой,тяжелый,0.292
54,грубый,равнодушный,0.285
55,эксцентричный,странный,0.631
56,нелегальный,безнравственный,0.162
57,плохой,виноватый,0.162
58,современный,старинный,0.0
59,новый,старый,0.0
60,скучный,смешной,0.0
61,счастливый,молодой,0.046
62,легкий,большой,0.0
63,прекрасный,ужасный,0.0
64,вежливый,приличный,0.5379999999999999
65,тупой,умный,0.0
66,заметный,очевидный,0.6769999999999999
67,официальный,приличный,0.231
68,печальный,ужасный,0.231
69,больной,сумасшедший,0.462
70,яростный,злой,0.746
71,грузить,тяжелый,0.638
72,грязный,дешевый,0.077
73,твердый,плотный,0.631
74,недавний,новый,0.6769999999999999
75,дерзкий,гордый,0.0849999999999999
76,немой,редкий,0.0
77,свежий,широкий,0.0
78,огромный,тупой,0.0
79,крупный,гибкий,0.0
80,грязный,узкий,0.0
81,жена,муж,0.0
82,книга,текст,0.5309999999999999
83,жених,невеста,0.0
84,ночь,день,0.0
85,юг,север,0.0
86,самолет,аэропорт,0.131
87,дядя,тетя,0.0
88,лошадь,кобыла,1.0
89,низ,верх,0.0
90,друг,приятель,0.931
91,учащийся,ученик,0.985
92,мир,земля,0.585
93,нога,рука,0.0
94,женщина,мужчина,0.0
95,актриса,актер,0.369
96,учитель,преподаватель,0.992
97,птица,ястреб,0.523
98,слово,словарь,0.2769999999999999
99,деньги,зарплата,0.754
100,собака,кошка,0.0
101,область,регион,0.908
102,флот,армия,0.4379999999999999
103,книга,литература,0.6
104,одежда,шкаф,0.092
105,закат,рассвет,0.0
106,ребенок,взрослый,0.0
107,корова,скот,0.8079999999999999
108,книга,история,0.1379999999999999
109,зима,лето,0.0
110,дерево,клен,0.523
111,кровать,спальня,0.246
112,крыша,потолок,0.2769999999999999
113,болезнь,инфекция,0.8310000000000001
114,рука,плечо,0.2
115,овца,ягненок,0.615
116,госпожа,господин,0.4379999999999999
117,священник,монах,0.738
118,палец,палец,0.992
119,река,поток,0.623
120,злость,ярость,0.885
121,дата,календарь,0.446
122,море,океан,0.5770000000000001
123,секунда,минута,0.2689999999999999
124,дерево,бревно,0.5920000000000001
125,проход,коридор,0.669
126,привычка,манера,0.8150000000000001
127,мышка,кошка,0.154
128,музыка,мелодия,0.877
129,пиво,алкоголь,0.631
130,рот,губа,0.431
131,буря,ураган,0.8539999999999999
132,налог,доход,0.223
133,цветок,фиалка,0.631
134,пол,потолок,0.131
135,пляж,побережье,0.662
136,улица,переулок,0.5690000000000001
137,судно,палуба,0.308
138,автомобиль,гудок,0.185
139,друг,гость,0.246
140,работодатель,работник,0.208
141,ядро,пушка,0.2769999999999999
142,победа,триумф,0.962
143,телефон,будка,0.262
144,одежда,ткань,0.4
145,ноготь,палец,0.331
146,группа,оркестр,0.477
147,книга,библия,0.523
148,предприятие,промышленность,0.523
149,зима,сезон,0.392
150,десятилетие,век,0.208
151,шляпа,пальто,0.123
152,окно,дверь,0.015
153,дом,квартира,0.6920000000000001
154,ужин,завтрак,0.031
155,рука,мускул,0.154
156,пузырь,пена,0.3229999999999999
157,хлеб,мука,0.515
158,смерть,трагедия,0.477
159,отсутствие,присутствие,0.008
160,ружье,пушка,0.338
161,мяч,корзина,0.077
162,мальчик,ребенок,0.562
163,церковь,хор,0.146
164,одежда,ящик,0.031
165,башня,колокол,0.108
166,отец,родитель,0.946
167,школа,класс,0.369
168,родитель,взрослый,0.354
169,словарь,толкование,0.5690000000000001
170,дверь,подвал,0.038
171,армия,легион,0.6849999999999999
172,стул,скамейка,0.3
173,облако,туман,0.377
174,мальчик,сын,0.362
175,вода,лед,0.2
176,постель,одеяло,0.338
177,представитель,адвокат,0.615
178,область,зона,0.8079999999999999
179,предприятие,компания,0.923
180,одежда,ткань,0.3229999999999999
181,свитер,пиджак,0.154
182,деньги,капитал,0.8079999999999999
183,алкоголь,коктейль,0.5309999999999999
184,линза,фотоаппарат,0.177
185,глаз,слеза,0.177
186,бог,дьявол,0.008
187,петля,пояс,0.0849999999999999
188,крыса,мышь,0.346
189,мотор,двигатель,0.892
190,автомобиль,такси,0.415
191,кот,лев,0.115
192,размер,величина,0.8150000000000001
193,реальность,фантазия,0.023
194,дверь,ворота,0.315
195,кот,питомец,0.446
196,кость,челюсть,0.208
197,дом,ключ,0.062
198,кровь,плоть,0.123
199,дверь,коридор,0.0689999999999999
200,бог,дух,0.408
201,способность,компетенция,0.231
202,изобилие,множество,0.8690000000000001
203,диван,стул,0.123
204,стена,кирпич,0.192
205,орган,печень,0.315
206,сила,мощь,0.7769999999999999
207,фраза,слово,0.2
208,оркестр,парад,0.154
209,желудок,талия,0.0
210,туча,буря,0.238
211,радость,гордость,0.177
212,шум,грохот,0.762
213,пиво,напиток,0.4
214,мужчина,дядя,0.4379999999999999
215,яблоко,сок,0.1379999999999999
216,интеллект,логика,0.431
217,общение,язык,0.385
218,берег,побережье,0.762
219,провод,шнур,0.792
220,компетенция,способность,0.254
221,вода,соль,0.0
222,чувство,интуиция,0.6849999999999999
223,ситуация,состояние,0.262
224,преступление,кража,0.5
225,стиль,мода,0.762
226,рубеж,граница,0.977
227,рука,тело,0.115
228,судно,автомобиль,0.0849999999999999
229,бутерброд,обед,0.215
230,невеста,принцесса,0.146
231,героиня,герой,0.654
232,автомобиль,датчик,0.162
233,насекомое,пчела,0.6459999999999999
234,животное,человек,0.254
235,койка,больница,0.238
236,щека,язык,0.2689999999999999
237,диск,компьютер,0.254
238,факультет,юриспруденция,0.192
239,ступня,голова,0.1379999999999999
240,алкоголь,висок,0.631
241,рот,зуб,0.315
242,ванная,спальня,0.108
243,тарелка,миска,0.8310000000000001
244,воздух,гелий,0.185
245,работник,работодатель,0.177
246,тело,грудь,0.362
247,сын,отец,0.146
248,сердце,операция,0.1
249,женщина,секретарь,0.154
250,мужчина,отец,0.508
251,пляж,остров,0.446
252,история,тема,0.185
253,игра,веселие,0.523
254,выходной,неделя,0.292
255,чета,пара,0.8079999999999999
256,женщина,жена,0.462
257,овца,скот,0.608
258,потолок,собор,0.008
259,боб,кофе,0.2769999999999999
260,дерево,бумага,0.285
261,верх,бок,0.146
262,преступление,мошенничество,0.5690000000000001
263,боль,вред,0.215
264,вечер,сумерки,0.7230000000000001
265,отец,дочь,0.192
266,вино,спиртное,0.6459999999999999
267,корова,коза,0.215
268,реальность,иллюзия,0.015
269,пакт,соглашение,0.8539999999999999
270,богатство,бедность,0.023
271,происшествие,авария,0.492
272,битва,завоевание,0.408
273,друг,наставник,0.3
274,болезнь,инфекция,0.669
275,брат,сын,0.092
276,тетя,племянник,0.1379999999999999
277,работник,механик,0.254
278,дуб,клен,0.292
279,пчела,матка,0.2769999999999999
280,автомобиль,велосипед,0.1379999999999999
281,цель,поиск,0.062
282,август,месяц,0.285
283,армия,отряд,0.377
284,облако,погода,0.246
285,река,долина,0.023
286,солнце,небо,0.1689999999999999
287,мишень,стрела,0.108
288,шоколад,пирог,0.177
289,обстоятельство,ситуация,0.5920000000000001
290,мнение,выбор,0.177
291,ритм,мелодия,0.5
292,день,рассвет,0.154
293,скот,бык,0.523
294,доктор,профессор,0.446
295,рука,вена,0.108
296,комната,ванна,0.0849999999999999
297,корпорация,предприятие,0.8310000000000001
298,развлечение,футбол,0.1689999999999999
299,яблоко,сладость,0.154
300,помощница,служанка,0.6
301,глава,руководитель,0.8619999999999999
302,лимон,чай,0.023
303,пчела,муравей,0.062
304,рис,боб,0.108
305,кровать,мебель,0.308
306,эмоция,страсть,0.385
307,анархия,хаос,0.754
308,преступление,нарушение,0.623
309,механизм,двигатель,0.508
310,пляж,море,0.346
311,дорожка,шар,0.0
312,банка,бутылка,0.3229999999999999
313,сила,способность,0.238
314,гитара,барабан,0.0849999999999999
315,мнение,идея,0.3
316,север,запад,0.046
317,диета,салат,0.285
318,мать,жена,0.2
319,отец,мать,0.154
320,капитан,моряк,0.392
321,метр,ярд,0.485
322,пиво,шампанское,0.162
323,мотор,лодка,0.031
324,наука,психология,0.2689999999999999
325,разрушение,построение,0.023
326,толпа,группа,0.638
327,мужчина,ребенок,0.023
328,хлеб,сыр,0.038
329,чемпион,победитель,0.938
330,праздник,церемония,0.6849999999999999
331,меню,заказ,0.331
332,король,принцесса,0.0849999999999999
333,богатство,репутация,0.131
334,опасность,угроза,0.969
335,бог,священник,0.215
336,мужчина,братство,0.1689999999999999
337,приятель,спутник,0.477
338,наставник,помощник,0.346
339,тело,желудок,0.092
340,язык,горло,0.1379999999999999
341,дом,ковер,0.0849999999999999
342,ум,навык,0.285
343,путешествие,завоевание,0.0689999999999999
344,бог,жертва,0.046
345,брат,человек,0.154
346,соперник,противник,0.908
347,смерть,бедствие,0.192
348,чудовище,демон,0.6849999999999999
349,день,утро,0.077
350,человек,победитель,0.046
351,друг,парень,0.1
352,песня,история,0.177
353,луч,солнце,0.354
354,коробка,лифт,0.177
355,масло,картофель,0.077
356,квартира,мебель,0.1689999999999999
357,озеро,болото,0.331
358,салат,уксус,0.131
359,облако,мгла,0.285
360,водитель,пилот,0.662
361,сахар,мед,0.2689999999999999
362,тело,плечо,0.154
363,идея,образ,0.5690000000000001
364,отец,брат,0.0689999999999999
365,луна,планета,0.462
366,бал,костюм,0.192
367,комната,кровать,0.115
368,цветок,куст,0.3
369,кость,колено,0.2689999999999999
370,рука,колено,0.046
371,низ,бок,0.046
372,сосуд,вена,0.6769999999999999
373,кот,кролик,0.046
374,мясо,бутерброд,0.208
375,внимание,интерес,0.708
376,настрой,уверенность,0.469
377,право,правосудие,0.492
378,спор,соглашение,0.131
379,глубина,величина,0.315
380,носитель,новость,0.1
381,победитель,кандидат,0.192
382,юбилей,дата,0.662
383,гонорар,платеж,0.8
384,выход,проход,0.4539999999999999
385,человек,охранник,0.231
386,проход,коридор,0.8539999999999999
387,кровь,мозг,0.123
388,пол,палуба,0.623
389,крыша,пол,0.023
390,дверь,пол,0.031
391,плечо,голова,0.054
392,платформа,вагон,0.262
393,богатство,слава,0.3229999999999999
394,печаль,стыд,0.2
395,руководство,управление,0.8690000000000001
396,общение,беседа,0.885
397,загрязнение,атмосфера,0.192
398,анатомия,биология,0.4379999999999999
399,колледж,профессия,0.262
400,книга,тема,0.2
401,формула,уравнение,0.7
402,книга,информация,0.5309999999999999
403,мальчик,партнер,0.1
404,небо,вселенная,0.377
405,население,народ,0.8619999999999999
406,колледж,класс,0.238
407,глава,мэр,0.708
408,раввин,священник,0.738
409,юрист,банкир,0.115
410,скрипка,инструмент,0.446
411,лагерь,домик,0.192
412,кастрюля,прибор,0.2
413,лен,ткань,0.346
414,висок,шампанское,0.231
415,девочка,ребенок,0.469
416,коттедж,домик,0.738
417,птица,курица,0.546
418,грохот,шум,0.792
419,закат,вечер,0.546
420,взрослый,младенец,0.031
421,тело,позвоночник,0.338
422,бревно,древесина,0.654
423,ложка,чашка,0.154
424,тело,нерв,0.2
425,мужчина,муж,0.562
426,кость,шея,0.215
427,досада,злость,0.5690000000000001
428,река,море,0.262
429,задача,работа,0.6920000000000001
430,клуб,общество,0.669
431,отражение,образ,0.631
432,принц,король,0.508
433,снег,погода,0.308
434,электорат,партия,0.208
435,мальчик,брат,0.254
436,корень,трава,0.292
437,бровь,глаз,0.223
438,деньги,жемчуг,0.308
439,деньги,бриллиант,0.408
440,автотранспорт,автобус,0.8310000000000001
441,палец,ладонь,0.315
442,автомобиль,мост,0.115
443,усилие,трудность,0.4379999999999999
444,факт,суть,0.6769999999999999
445,работа,управление,0.446
446,рак,болезнь,0.754
447,известие,газета,0.523
448,композитор,писатель,0.4539999999999999
449,актер,певец,0.562
450,ванная,кухня,0.208
451,дверь,кухня,0.123
452,ценность,вера,0.223
453,мудрость,ум,0.8230000000000001
454,невежество,ум,0.1689999999999999
455,счастие,удача,0.7769999999999999
456,идея,план,0.654
457,настроение,эмоция,0.738
458,логика,арифметика,0.4379999999999999
459,отрицание,признание,0.131
460,спор,критика,0.392
461,химия,теория,0.262
462,разбирательство,вердикт,0.262
463,комфорт,безопасность,0.631
464,видение,восприятие,0.762
465,эпоха,десятилетие,0.431
466,биография,роман,0.292
467,дискуссия,спор,0.8690000000000001
468,код,символ,0.608
469,опасность,болезнь,0.5
470,авария,бедствие,0.615
471,путешествие,поездка,0.8310000000000001
472,действие,движение,0.708
473,сплетня,новость,0.485
474,отец,бог,0.492
475,действие,курс,0.308
476,жар,болезнь,0.631
477,авиация,полет,0.6769999999999999
478,игра,действие,0.462
479,дом,государство,0.2689999999999999
480,слово,литература,0.331
481,газета,информация,0.5539999999999999
482,коммуникация,телевидение,0.662
483,писатель,читатель,0.192
484,парень,товарищ,0.477
485,область,угол,0.192
486,баллада,песня,0.638
487,стена,отделка,0.285
488,слово,страница,0.215
489,политик,президент,0.746
490,президент,мэр,0.392
491,книга,эссе,0.377
492,мужчина,воин,0.5920000000000001
493,статья,журнал,0.392
494,завтрак,ужин,0.2
495,толпа,парад,0.477
496,проход,коридор,0.762
497,наставник,раввин,0.469
498,бедро,губа,0.077
499,книга,статья,0.392
500,комната,камера,0.508
501,кабинка,будка,0.754
502,дочь,ребенок,0.769
503,конечность,нога,0.7849999999999999
504,печень,легкий,0.215
505,класс,коридор,0.146
506,одежда,пальто,0.754
507,почка,орган,0.769
508,табак,сигарета,0.731
509,учащийся,преподаватель,0.1689999999999999
510,младенец,дочь,0.469
511,молоко,сок,0.185
512,квартира,гостиница,0.3229999999999999
513,конь,бык,0.131
514,горло,нос,0.292
515,кость,зуб,0.208
516,кость,локоть,0.154
517,доказательство,факт,0.662
518,назначение,обязательство,0.392
519,юбилей,год,0.2689999999999999
520,слово,ключ,0.1
521,автор,создатель,0.923
522,письмо,абзац,0.162
523,страница,абзац,0.2
524,мускул,кость,0.062
525,мускул,язык,0.1689999999999999
526,мальчик,солдат,0.123
527,парень,девушка,0.031
528,кровать,стул,0.123
529,одежда,пиджак,0.4
530,ружье,нож,0.123
531,бутылка,контейнер,0.231
532,мясо,хлеб,0.131
533,рука,кость,0.162
534,шея,позвоночник,0.262
535,яблоко,лимон,0.131
536,мука,горе,0.2769999999999999
537,задание,задача,0.885
538,ночь,рассвет,0.108
539,ужин,суп,0.2689999999999999
540,теленок,бык,0.5379999999999999
541,снег,шторм,0.215
542,собака,лошадь,0.062
543,рука,шея,0.062
544,мяч,перчатка,0.1
545,грипп,жар,0.369
546,гонорар,зарплата,0.877
547,нерв,мозг,0.285
548,зверь,животное,0.8380000000000001
549,девочка,дева,0.5770000000000001
550,ребенок,мальчик,0.5379999999999999
551,алкоголь,вино,0.6459999999999999
552,нос,рот,0.123
553,улица,автомобиль,0.062
554,звонок,дверь,0.131
555,коробка,шляпа,0.0689999999999999
556,мнение,впечатление,0.523
557,внимание,осведомленность,0.285
558,злость,настроение,0.362
559,красота,возраст,0.285
560,книга,тема,0.215
561,подруга,мать,0.238
562,витамин,железо,0.2689999999999999
563,автомобиль,завод,0.177
564,пакт,условие,0.346
565,глава,выбор,0.0849999999999999
566,арифметика,ритм,0.023
567,победитель,присутствие,0.046
568,вера,цветок,0.023
569,победитель,гол,0.4
570,трюк,размер,0.023
571,выбор,вена,0.015
572,тюрьма,выбор,0.062
573,состояние,мальчик,0.0849999999999999
574,братство,дверь,0.008
575,задача,женщина,0.046
576,цент,размер,0.0689999999999999
577,присутствие,дверь,0.092
578,мышь,управление,0.385
579,спиртное,век,0.0
580,задача,пустяк,0.046
581,остров,задача,0.015
582,ночь,глава,0.023
583,загрязнение,президент,0.031
584,ружье,шалость,0.038
585,ванна,шалость,0.038
586,диета,яблоко,0.238
587,цент,жена,0.023
588,глава,конец,0.1
589,курс,желудок,0.0
590,дыра,жена,0.015
591,ученик,президент,0.038
592,ванна,жена,0.031
593,народ,цент,0.015
594,формула,журнал,0.008
595,женщина,мех,0.046
596,яблоко,солнце,0.015
597,ружье,рассвет,0.008
598,фотоаппарат,президент,0.015
599,спиртное,группа,0.023
600,желудок,вена,0.038
601,ружье,мех,0.054
602,работник,фотоаппарат,0.062
603,палуба,мышь,0.015
604,рис,мальчик,0.008
605,народ,ружье,0.008
606,край,конец,0.754
607,принцесса,остров,0.0
608,контейнер,мышь,0.015
609,платформа,контейнер,0.054
610,народ,шар,0.008
611,доллар,народ,0.023
612,ванна,шар,0.015
613,желудок,спальня,0.0
614,велосипед,спальня,0.0
615,бревно,ванна,0.0
616,миска,хвост,0.015
617,идти,приходить,0.6459999999999999
618,брать,красть,0.2689999999999999
619,слушать,слышать,0.7
620,думать,обосновывать,0.5
621,случаться,происходить,0.946
622,пропадать,исчезать,0.931
623,умножать,делить,0.046
624,просить,умолять,0.8150000000000001
625,начинать,происходить,0.408
626,защищать,отстаивать,0.885
627,убивать,уничтожать,0.792
628,создавать,делать,0.8310000000000001
629,принимать,отвергать,0.0689999999999999
630,игнорировать,избегать,0.7769999999999999
631,нести,приносить,0.662
632,покидать,входить,0.0689999999999999
633,выбирать,избирать,0.8539999999999999
634,проигрывать,проваливать,0.392
635,достигать,завершать,0.662
636,делать,строить,0.638
637,слушать,подчиняться,0.5
638,информировать,сообщать,0.946
639,получать,давать,0.008
640,занимать,нищенствовать,0.262
641,брать,получать,0.408
642,советовать,рекомендовать,0.946
643,имитировать,изображать,0.754
644,побеждать,преуспевать,0.585
645,думать,решать,0.608
646,приветствовать,встречать,0.7150000000000001
647,соглашаться,спорить,0.015
648,наслаждаться,развлекаться,0.669
649,разрушать,создавать,0.0
650,сохранять,защищать,0.6849999999999999
651,понимать,знать,0.6769999999999999
652,брать,получать,0.408
653,принимать,признавать,0.708
654,решать,выбирать,0.6769999999999999
655,принимать,верить,0.254
656,хранить,владеть,0.5309999999999999
657,преуспевать,проваливать,0.0
658,тратить,копить,0.0
659,покидать,идти,0.2
660,приходить,посещать,0.7849999999999999
661,знать,верить,0.2689999999999999
662,собираться,встречаться,0.708
663,добывать,зарабатывать,0.662
664,забывать,игнорировать,0.546
665,умножать,складывать,0.292
666,прибывать,покидать,0.0
667,преуспевать,пытаться,0.177
668,принимать,отвергать,0.0
669,прибывать,приходить,0.8079999999999999
670,соответствовать,различаться,0.0
671,посылать,получать,0.015
672,выигрывать,доминировать,0.738
673,складывать,делить,0.015
674,убивать,душить,0.708
675,приобретать,получать,0.8079999999999999
676,участвовать,присоединяться,0.6459999999999999
677,покидать,оставаться,0.008
678,идти,входить,0.415
679,брать,нести,0.1
680,забывать,узнавать,0.0
681,назначать,избирать,0.285
682,просить,молиться,0.546
683,идти,посылать,0.108
684,брать,доставлять,0.115
685,говорить,слышать,0.008
686,анализировать,оценивать,0.792
687,аргументировать,обосновывать,0.877
688,терять,сохранять,0.0
689,сравнивать,анализировать,0.5379999999999999
690,разрушать,организовывать,0.0
691,идти,позволять,0.008
692,брать,завладевать,0.6849999999999999
693,узнавать,слушать,0.162
694,разрушать,строить,0.0
695,создавать,строить,0.6920000000000001
696,воровать,покупать,0.0
697,убивать,вешать,0.3
698,забывать,знать,0.0
699,создавать,представлять,0.015
700,действовать,происходить,0.4
701,побеждать,завершать,0.046
702,соглашаться,отказывать,0.0
703,заслуживать,зарабатывать,0.446
704,получать,назначать,0.023
705,обнаруживать,находить,0.885
706,появляться,посещать,0.477
707,знать,понимать,0.346
708,притворяться,воображать,0.177
709,удовлетворять,угождать,0.6769999999999999
710,спорить,различаться,0.146
711,побеждать,доминировать,0.523
712,слушаться,подчиняться,0.6849999999999999
713,сотрудничать,участвовать,0.369
714,достигать,пытаться,0.185
715,начинать,прекращать,0.0
716,высказываться,участвовать,0.185
717,приходить,приносить,0.023
718,провозглашать,объявлять,0.7230000000000001
719,читать,понимать,0.031
720,забирать,оставлять,0.008
721,объявлять,провозглашать,0.8460000000000001
722,приобретать,получать,0.615
723,завершать,решать,0.1379999999999999
724,угождать,умолять,0.077
725,аргументировать,подтверждать,0.546
726,просить,умолять,0.7849999999999999
727,находить,исчезать,0.0
728,осматривать,изучать,0.5309999999999999
729,подтверждать,обосновывать,0.5379999999999999
730,предполагать,предсказывать,0.662
731,изучать,оценивать,0.315
732,аргументировать,обосновывать,0.877
733,делать,становиться,0.354
734,открывать,происходить,0.254
735,достигать,преуспевать,0.738
736,давать,вкладывать,0.546
737,понимать,слушать,0.4379999999999999
738,расширяться,расти,0.8079999999999999
739,занимать,продавать,0.162
740,хранить,защищать,0.615
741,объяснять,доказывать,0.8230000000000001
742,прощать,забывать,0.5539999999999999
743,понимать,прощать,0.5690000000000001
744,напоминать,забывать,0.2769999999999999
745,достигать,оставаться,0.308
746,осознавать,обнаруживать,0.515
747,требовать,запрашивать,0.615
748,игнорировать,обращаться,0.154
749,думать,спрашивать,0.331
750,отвергать,избегать,0.585
751,спорить,убеждать,0.731
752,добиваться,убеждать,0.523
753,принимать,прощать,0.508
754,делать,прекращать,0.238
755,исследовать,изучать,0.8690000000000001
756,обсуждать,объяснять,0.5770000000000001
757,изучать,обнаруживать,0.6
758,жаловаться,ругаться,0.354
759,отодвигать,отвергать,0.446
760,держать,занимать,0.331
761,умолять,просить,0.8079999999999999
762,устраивать,организовывать,0.762
763,говорить,признавать,0.423
764,давать,занимать,0.631
765,убивать,защищать,0.154
766,рожать,носить,0.369
767,дышать,задыхаться,0.262
768,признавать,уведомлять,0.354
769,становиться,казаться,0.477
770,притворяться,казаться,0.492
771,завершать,становиться,0.392
772,размышлять,думать,0.915
773,определять,предсказывать,0.5309999999999999
774,угождать,развлекать,0.546
775,оставаться,сохранять,0.308
776,притворяться,изображать,0.6
777,забывать,помнить,0.008
778,хотеть,выбирать,0.115
779,терять,получать,0.008
780,пытаться,думать,0.038
781,становиться,казаться,0.108
782,покидать,игнорировать,0.123
783,принимать,рекомендовать,0.046
784,держать,давать,0.031
785,позволять,разрешать,0.938
786,приносить,посылать,0.062
787,поглощать,учиться,0.123
788,приобретать,находить,0.515
789,покидать,появляться,0.015
790,создавать,разрушать,0.0
791,начинать,идти,0.046
792,приобретать,покупать,0.8460000000000001
793,заменять,восстанавливать,0.238
794,соединять,добавлять,0.462
795,объединяться,жениться,0.431
796,принимать,доставлять,0.008
797,вкладывать,соединять,0.192
798,класть,вешать,0.1
799,продаваться,продавать,0.423
800,общаться,молиться,0.238
801,давать,красть,0.0
802,добавлять,строить,0.077
803,приносить,восстанавливать,0.023
804,понимать,удовлетворять,0.177
805,представлять,решать,0.038
806,организовывать,становиться,0.1379999999999999
807,давать,знать,0.046
808,говорить,подтверждать,0.292
809,сотрудничать,объединяться,0.638
810,устраивать,нуждаться,0.023
811,занимать,хотеть,0.038
812,изучать,заниматься,0.346
813,игнорировать,исследовать,0.008
814,приносить,жаловаться,0.008
815,входить,задолжать,0.008
816,изображать,уведомлять,0.054
817,напоминать,продавать,0.015
818,поглощать,иметь,0.192
819,объединяться,приобретать,0.2
820,посылать,посещать,0.0
821,собираться,посещать,0.062
822,поглощать,отделяться,0.023
823,посещать,прибывать,0.546
